player,tm,opp,res,mp,fg,fga,fg_pct,3p,3pa,3p_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,game_date,game_id,matchup_id,is_home,won
Jonathan Mogbo,TOR,LAL,L,5.133333333333334,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,1,0,1,0,1.5999999999999996,2025-12-04,20251204_Jonathan_Mogbo_TOR_LAL,20251204_LAL_TOR,,0
Jordan Hawkins,NOP,MIN,L,16.16,2,6,0.333,2,4,0.5,1,2,0.5,1,2,3,1,0,1,1,2,7,4.1000000000000005,2025-12-04,20251204_Jordan_Hawkins_NOP_MIN,20251204_MIN_NOP,,0
Jordan Walsh,BOS,WAS,W,29.686666666666667,8,8,1.0,1,1,1.0,5,6,0.833,2,5,7,3,2,1,0,4,22,25.3,2025-12-04,20251204_Jordan_Walsh_BOS_WAS,20251204_BOS_WAS,,1
Jose Alvarado,NOP,MIN,L,22.08333333333333,5,8,0.625,3,5,0.6,0,0,0.0,0,3,3,1,2,0,2,3,13,9.8,2025-12-04,20251204_Jose_Alvarado_NOP_MIN,20251204_MIN_NOP,,0
Josh Minott,BOS,WAS,W,22.026666666666667,4,7,0.571,2,5,0.4,1,2,0.5,1,3,4,2,1,0,1,0,11,10.3,2025-12-04,20251204_Josh_Minott_BOS_WAS,20251204_BOS_WAS,,1
Julius Randle,MIN,NOP,W,36.5,9,18,0.5,2,3,0.667,8,8,1.0,2,7,9,3,0,0,4,2,28,19.8,2025-12-04,20251204_Julius_Randle_MIN_NOP,20251204_MIN_NOP,,1
Justin Champagnie,WAS,BOS,L,15.15,3,6,0.5,0,1,0.0,3,3,1.0,1,6,7,1,1,0,1,0,9,9.2,2025-12-04,20251204_Justin_Champagnie_WAS_BOS,20251204_BOS_WAS,,0
Justin Edwards,PHI,GSW,W,21.791666666666668,3,6,0.5,2,4,0.5,0,0,0.0,0,3,3,1,1,1,1,1,8,6.9,2025-12-04,20251204_Justin_Edwards_PHI_GSW,20251204_GSW_PHI,,1
Karlo Matković,NOP,MIN,L,18.5,4,5,0.8,0,0,0.0,0,0,0.0,0,6,6,1,0,1,1,3,8,7.099999999999998,2025-12-04,20251204_Karlo_Matković_NOP_MIN,20251204_MIN_NOP,,0
Keyonte George,UTA,BKN,W,31.45,8,20,0.4,4,7,0.571,9,9,1.0,1,4,5,10,0,0,1,2,29,25.3,2025-12-04,20251204_Keyonte_George_UTA_BKN,20251204_BKN_UTA,,1
Khris Middleton,WAS,BOS,L,25.183333333333334,7,12,0.583,1,3,0.333,1,1,1.0,0,3,3,4,0,0,2,2,16,11.3,2025-12-04,20251204_Khris_Middleton_WAS_BOS,20251204_BOS_WAS,,0
Kyle Anderson,UTA,BKN,W,16.95,3,5,0.6,0,0,0.0,2,2,1.0,2,3,5,3,4,1,1,2,8,12.999999999999998,2025-12-04,20251204_Kyle_Anderson_UTA_BKN,20251204_BKN_UTA,,1
Kyle Filipowski,UTA,BKN,W,31.05,6,8,0.75,2,2,1.0,1,1,1.0,1,7,8,5,2,0,1,3,15,17.9,2025-12-04,20251204_Kyle_Filipowski_UTA_BKN,20251204_BKN_UTA,,1
Kyshawn George,WAS,BOS,L,28.4,5,7,0.714,3,4,0.75,2,2,1.0,0,3,3,1,2,0,4,4,15,10.1,2025-12-04,20251204_Kyshawn_George_WAS_BOS,20251204_BOS_WAS,,0
Lauri Markkanen,UTA,BKN,W,34.55,11,18,0.611,2,5,0.4,6,6,1.0,2,6,8,1,0,0,1,1,30,24.3,2025-12-04,20251204_Lauri_Markkanen_UTA_BKN,20251204_BKN_UTA,,1
LeBron James,LAL,TOR,W,35.96666666666667,4,17,0.235,0,5,0.0,0,0,0.0,1,5,6,11,0,0,0,1,8,7.2,2025-12-04,20251204_LeBron_James_LAL_TOR,20251204_LAL_TOR,,1
Luka Garza,BOS,WAS,W,8.233333333333333,1,1,1.0,0,0,0.0,3,3,1.0,1,1,2,1,1,1,1,1,5,6.699999999999999,2025-12-04,20251204_Luka_Garza_BOS_WAS,20251204_BOS_WAS,,1
Malaki Branham,WAS,BOS,L,8.233333333333333,0,3,0.0,0,1,0.0,2,2,1.0,1,1,2,2,0,0,0,1,2,1.9000000000000004,2025-12-04,20251204_Malaki_Branham_WAS_BOS,20251204_BOS_WAS,,0
Marvin Bagley III,WAS,BOS,L,25.64666666666667,2,8,0.25,0,0,0.0,1,4,0.25,3,3,6,0,0,0,1,1,5,0.5999999999999996,2025-12-04,20251204_Marvin_Bagley_III_WAS_BOS,20251204_BOS_WAS,,0
Micah Peavy,NOP,MIN,L,15.176666666666666,0,2,0.0,0,0,0.0,0,0,0.0,0,4,4,1,1,0,2,2,0,-1.3,2025-12-04,20251204_Micah_Peavy_NOP_MIN,20251204_MIN_NOP,,0
Mike Conley,MIN,NOP,W,16.8,1,7,0.143,0,5,0.0,0,0,0.0,0,1,1,3,0,0,1,4,2,-2.7,2025-12-04,20251204_Mike_Conley_MIN_NOP,20251204_MIN_NOP,,1
Moses Moody,GSW,PHI,L,23.183333333333334,5,10,0.5,2,5,0.4,2,2,1.0,1,1,2,2,1,0,1,2,14,10.6,2025-12-04,20251204_Moses_Moody_GSW_PHI,20251204_GSW_PHI,,0
Naz Reid,MIN,NOP,W,32.666666666666664,6,13,0.462,4,9,0.444,3,3,1.0,0,7,7,6,1,2,0,1,19,20.6,2025-12-04,20251204_Naz_Reid_MIN_NOP,20251204_MIN_NOP,,1
Neemias Queta,BOS,WAS,W,21.05333333333333,7,9,0.778,0,0,0.0,3,4,0.75,2,2,4,2,1,4,1,4,17,17.7,2025-12-04,20251204_Neemias_Queta_BOS_WAS,20251204_BOS_WAS,,1
Nic Claxton,BKN,UTA,L,29.416666666666668,6,12,0.5,0,1,0.0,0,0,0.0,4,5,9,4,0,1,1,1,12,12.4,2025-12-04,20251204_Nic_Claxton_BKN_UTA,20251204_BKN_UTA,,0
Nick Smith Jr.,LAL,TOR,W,14.29,4,7,0.571,2,3,0.667,2,3,0.667,1,1,2,0,2,0,0,0,12,11.3,2025-12-04,20251204_Nick_Smith_Jr._LAL_TOR,20251204_LAL_TOR,,1
Noah Clowney,BKN,UTA,L,34.21666666666667,8,15,0.533,3,6,0.5,10,12,0.833,1,3,4,3,0,3,3,4,29,22.1,2025-12-04,20251204_Noah_Clowney_BKN_UTA,20251204_BKN_UTA,,0
Pat Spencer,GSW,PHI,L,24.0,5,8,0.625,2,3,0.667,4,4,1.0,1,3,4,4,1,0,2,1,16,15.400000000000002,2025-12-04,20251204_Pat_Spencer_GSW_PHI,20251204_GSW_PHI,,0
Payton Pritchard,BOS,WAS,W,32.14666666666667,8,21,0.381,3,9,0.333,1,1,1.0,5,1,6,8,1,0,1,1,20,17.5,2025-12-04,20251204_Payton_Pritchard_BOS_WAS,20251204_BOS_WAS,,1
Quentin Grimes,PHI,GSW,W,38.05,5,13,0.385,0,5,0.0,2,3,0.667,2,3,5,6,1,0,1,2,12,10.2,2025-12-04,20251204_Quentin_Grimes_PHI_GSW,20251204_GSW_PHI,,1
Quinten Post,GSW,PHI,L,25.46333333333333,4,8,0.5,2,4,0.5,0,0,0.0,1,2,3,4,0,0,0,3,10,8.899999999999999,2025-12-04,20251204_Quinten_Post_GSW_PHI,20251204_GSW_PHI,,0
Rob Dillingham,MIN,NOP,W,8.183333333333334,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,3,0,1,0,2,2,2.3,2025-12-04,20251204_Rob_Dillingham_MIN_NOP,20251204_MIN_NOP,,1
Ron Harper Jr.,BOS,WAS,W,4.716666666666667,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,1,1,1,0,0,0,0.3000000000000002,2025-12-04,20251204_Ron_Harper_Jr._BOS_WAS,20251204_BOS_WAS,,1
Rudy Gobert,MIN,NOP,W,23.95,5,8,0.625,0,0,0.0,5,8,0.625,6,6,12,3,0,1,1,1,15,17.599999999999998,2025-12-04,20251204_Rudy_Gobert_MIN_NOP,20251204_MIN_NOP,,1
Rui Hachimura,LAL,TOR,W,34.96,4,9,0.444,2,3,0.667,2,2,1.0,1,2,3,0,1,0,1,2,12,7.799999999999999,2025-12-04,20251204_Rui_Hachimura_LAL_TOR,20251204_LAL_TOR,,1
Saddiq Bey,NOP,MIN,L,33.18333333333333,8,17,0.471,0,5,0.0,4,4,1.0,3,3,6,1,3,0,0,1,20,17.6,2025-12-04,20251204_Saddiq_Bey_NOP_MIN,20251204_MIN_NOP,,0
Sam Hauser,BOS,WAS,W,20.516666666666666,2,6,0.333,2,6,0.333,0,0,0.0,0,2,2,3,1,0,0,0,6,6.300000000000001,2025-12-04,20251204_Sam_Hauser_BOS_WAS,20251204_BOS_WAS,,1
Sandro Mamukelashvili,TOR,LAL,L,36.63333333333333,4,13,0.308,3,9,0.333,2,3,0.667,2,6,8,5,2,2,2,1,13,12.8,2025-12-04,20251204_Sandro_Mamukelashvili_TOR_LAL,20251204_LAL_TOR,,0
Scottie Barnes,TOR,LAL,L,36.13333333333333,8,16,0.5,2,5,0.4,5,6,0.833,4,7,11,9,1,3,1,1,23,27.5,2025-12-04,20251204_Scottie_Barnes_TOR_LAL,20251204_LAL_TOR,,0
Seth Curry,GSW,PHI,L,14.183333333333334,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,2,0,0.0999999999999999,2025-12-04,20251204_Seth_Curry_GSW_PHI,20251204_GSW_PHI,,0
Svi Mykhailiuk,UTA,BKN,W,25.23333333333333,4,6,0.667,2,2,1.0,0,0,0.0,1,2,3,3,0,0,1,0,10,9.8,2025-12-04,20251204_Svi_Mykhailiuk_UTA_BKN,20251204_BKN_UTA,,1
Taylor Hendricks,UTA,BKN,W,6.966666666666667,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,0.2000000000000003,2025-12-04,20251204_Taylor_Hendricks_UTA_BKN,20251204_BKN_UTA,,1
Terance Mann,BKN,UTA,L,18.116666666666667,0,2,0.0,0,1,0.0,3,4,0.75,1,3,4,2,0,0,0,0,3,4.199999999999999,2025-12-04,20251204_Terance_Mann_BKN_UTA,20251204_BKN_UTA,,0
Terrence Shannon Jr.,MIN,NOP,W,9.183333333333334,2,4,0.5,1,1,1.0,2,2,1.0,0,1,1,0,0,0,2,0,7,3.3,2025-12-04,20251204_Terrence_Shannon_Jr._MIN_NOP,20251204_MIN_NOP,,1
Trayce Jackson-Davis,GSW,PHI,L,4.133333333333334,0,1,0.0,0,0,0.0,0,2,0.0,0,1,1,1,1,0,0,0,0,0.5,2025-12-04,20251204_Trayce_Jackson-Davis_GSW_PHI,20251204_GSW_PHI,,0
Trey Alexander,NOP,MIN,L,4.543333333333333,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1.7999999999999998,2025-12-04,20251204_Trey_Alexander_NOP_MIN,20251204_MIN_NOP,,0
Trey Murphy III,NOP,MIN,L,33.763333333333335,7,17,0.412,0,5,0.0,7,8,0.875,2,5,7,8,2,0,2,2,21,19.2,2025-12-04,20251204_Trey_Murphy_III_NOP_MIN,20251204_MIN_NOP,,0
Tristan Vukcevic,WAS,BOS,L,11.45,3,5,0.6,0,1,0.0,4,4,1.0,1,3,4,1,0,1,0,3,10,9.499999999999996,2025-12-04,20251204_Tristan_Vukcevic_WAS_BOS,20251204_BOS_WAS,,0
Tyrese Martin,BKN,UTA,L,22.33333333333333,0,6,0.0,0,5,0.0,0,0,0.0,2,5,7,2,0,0,3,2,0,-3.6999999999999993,2025-12-04,20251204_Tyrese_Martin_BKN_UTA,20251204_BKN_UTA,,0
Tyrese Maxey,PHI,GSW,W,39.66666666666666,13,27,0.481,4,10,0.4,5,5,1.0,0,3,3,2,2,1,3,2,35,22.5,2025-12-04,20251204_Tyrese_Maxey_PHI_GSW,20251204_GSW_PHI,,1
Tyson Etienne,BKN,UTA,L,1.5166666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0.2999999999999999,2025-12-04,20251204_Tyson_Etienne_BKN_UTA,20251204_BKN_UTA,,0
VJ Edgecombe,PHI,GSW,W,23.848333333333333,4,8,0.5,2,5,0.4,0,0,0.0,1,5,6,5,3,0,5,4,10,8.1,2025-12-04,20251204_VJ_Edgecombe_PHI_GSW,20251204_GSW_PHI,,1
Walter Clayton Jr.,UTA,BKN,W,24.0,4,7,0.571,1,3,0.333,4,4,1.0,1,2,3,3,0,0,2,3,13,9.9,2025-12-04,20251204_Walter_Clayton_Jr._UTA_BKN,20251204_BKN_UTA,,1
Will Richard,GSW,PHI,L,20.37833333333333,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,2,2,0,2,2,5,5.000000000000001,2025-12-04,20251204_Will_Richard_GSW_PHI,20251204_GSW_PHI,,0
Will Riley,WAS,BOS,L,26.58333333333333,2,6,0.333,1,3,0.333,2,2,1.0,3,1,4,2,0,0,3,4,7,2.8000000000000007,2025-12-04,20251204_Will_Riley_WAS_BOS,20251204_BOS_WAS,,0
Xavier Tillman,BOS,WAS,W,4.716666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,2,0,-1.5,2025-12-04,20251204_Xavier_Tillman_BOS_WAS,20251204_BOS_WAS,,1
Ziaire Williams,BKN,UTA,L,27.883333333333333,7,14,0.5,3,10,0.3,6,9,0.667,0,0,0,1,1,1,1,3,23,15.0,2025-12-04,20251204_Ziaire_Williams_BKN_UTA,20251204_BKN_UTA,,0
AJ Green,MIL,PHI,L,15.2,0,4,0.0,0,4,0.0,0,0,0.0,0,0,0,2,0,0,1,1,0,-2.8,2025-12-05,20251205_AJ_Green_MIL_PHI,20251205_MIL_PHI,,0
Aaron Holiday,HOU,PHX,W,29.066666666666663,3,3,1.0,2,2,1.0,2,2,1.0,0,1,1,2,2,1,2,1,10,11.1,2025-12-05,20251205_Aaron_Holiday_HOU_PHX,20251205_HOU_PHX,,1
Aaron Wiggins,OKC,DAL,W,19.683333333333334,5,8,0.625,1,2,0.5,0,0,0.0,1,1,2,3,0,0,0,0,11,10.5,2025-12-05,20251205_Aaron_Wiggins_OKC_DAL,20251205_DAL_OKC,,1
Ace Bailey,UTA,NYK,L,33.95,5,13,0.385,2,6,0.333,1,3,0.333,1,4,5,1,1,1,3,3,13,5.199999999999999,2025-12-05,20251205_Ace_Bailey_UTA_NYK,20251205_NYK_UTA,,0
Adem Bona,PHI,MIL,W,23.68166666666667,4,7,0.571,0,0,0.0,2,2,1.0,3,3,6,0,1,0,1,4,10,8.100000000000001,2025-12-05,20251205_Adem_Bona_PHI_MIL,20251205_MIL_PHI,,1
Adou Thiero,LAL,BOS,L,19.5,0,2,0.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,2,4,0,-3.3,2025-12-05,20251205_Adou_Thiero_LAL_BOS,20251205_BOS_LAL,,0
Ajay Mitchell,OKC,DAL,W,22.866666666666667,3,7,0.429,1,2,0.5,2,2,1.0,0,0,0,2,1,0,3,3,9,3.499999999999999,2025-12-05,20251205_Ajay_Mitchell_OKC_DAL,20251205_DAL_OKC,,1
Amari Williams,BOS,LAL,W,2.333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-05,20251205_Amari_Williams_BOS_LAL,20251205_BOS_LAL,,1
Amen Thompson,HOU,PHX,W,31.83333333333333,12,17,0.706,1,1,1.0,6,6,1.0,0,4,4,1,0,0,3,0,31,22.8,2025-12-05,20251205_Amen_Thompson_HOU_PHX,20251205_HOU_PHX,,1
Amir Coffey,MIL,PHI,L,0.8383333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-05,20251205_Amir_Coffey_MIL_PHI,20251205_MIL_PHI,,0
Andre Drummond,PHI,MIL,W,23.411666666666665,2,4,0.5,0,2,0.0,1,2,0.5,3,3,6,2,2,0,2,3,5,5.8,2025-12-05,20251205_Andre_Drummond_PHI_MIL,20251205_MIL_PHI,,1
Andre Jackson Jr.,MIL,PHI,L,0.8383333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-12-05,20251205_Andre_Jackson_Jr._MIL_PHI,20251205_MIL_PHI,,0
Andrew Nembhard,IND,CHI,W,32.833333333333336,7,14,0.5,1,5,0.2,0,0,0.0,0,2,2,7,3,0,3,3,15,12.3,2025-12-05,20251205_Andrew_Nembhard_IND_CHI,20251205_CHI_IND,,1
Andrew Wiggins,MIA,ORL,L,33.53333333333333,5,10,0.5,2,4,0.5,1,4,0.25,0,5,5,1,1,3,0,1,13,11.7,2025-12-05,20251205_Andrew_Wiggins_MIA_ORL,20251205_MIA_ORL,,0
Anfernee Simons,BOS,LAL,W,15.866666666666667,2,4,0.5,2,4,0.5,2,2,1.0,1,3,4,2,0,0,0,2,8,8.200000000000001,2025-12-05,20251205_Anfernee_Simons_BOS_LAL,20251205_BOS_LAL,,1
Anthony Black,ORL,MIA,W,31.5,2,9,0.222,0,2,0.0,9,12,0.75,1,7,8,6,2,0,2,2,13,12.5,2025-12-05,20251205_Anthony_Black_ORL_MIA,20251205_MIA_ORL,,1
Anthony Davis,DAL,OKC,L,24.28333333333333,1,9,0.111,0,0,0.0,0,2,0.0,4,4,8,6,0,1,2,1,2,1.7999999999999994,2025-12-05,20251205_Anthony_Davis_DAL_OKC,20251205_DAL_OKC,,0
Antonio Reeves,CHA,TOR,W,3.883333333333333,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,1.3000000000000005,2025-12-05,20251205_Antonio_Reeves_CHA_TOR,20251205_CHA_TOR,,1
Ariel Hukporti,NYK,UTA,W,12.0,2,2,1.0,0,0,0.0,0,0,0.0,0,4,4,0,0,0,0,3,4,3.3999999999999995,2025-12-05,20251205_Ariel_Hukporti_NYK_UTA,20251205_NYK_UTA,,1
Ausar Thompson,DET,POR,W,24.93,6,12,0.5,0,1,0.0,3,5,0.6,3,1,4,2,1,0,1,3,15,10.8,2025-12-05,20251205_Ausar_Thompson_DET_POR,20251205_DET_POR,,1
Austin Reaves,LAL,BOS,L,33.31666666666667,9,18,0.5,3,8,0.375,15,17,0.882,1,2,3,8,0,0,4,0,36,29.1,2025-12-05,20251205_Austin_Reaves_LAL_BOS,20251205_BOS_LAL,,0
Bam Adebayo,MIA,ORL,L,39.516666666666666,9,15,0.6,2,4,0.5,4,6,0.667,2,13,15,3,2,2,5,2,24,21.299999999999997,2025-12-05,20251205_Bam_Adebayo_MIA_ORL,20251205_MIA_ORL,,0
Baylor Scheierman,BOS,LAL,W,15.116666666666667,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,2,0,1,2,3,3.9,2025-12-05,20251205_Baylor_Scheierman_BOS_LAL,20251205_BOS_LAL,,1
Bennedict Mathurin,IND,CHI,W,38.11666666666667,9,16,0.563,6,11,0.545,4,4,1.0,0,5,5,3,2,1,2,4,28,23.1,2025-12-05,20251205_Bennedict_Mathurin_IND_CHI,20251205_CHI_IND,,1
Bismack Biyombo,SAS,CLE,L,10.4,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,1,4,2.7,2025-12-05,20251205_Bismack_Biyombo_SAS_CLE,20251205_CLE_SAS,,0
Bobby Portis,MIL,PHI,L,23.016666666666666,9,16,0.563,4,9,0.444,0,0,0.0,0,4,4,0,1,0,3,2,22,12.8,2025-12-05,20251205_Bobby_Portis_MIL_PHI,20251205_MIL_PHI,,0
Branden Carlson,OKC,DAL,W,21.816666666666663,4,6,0.667,1,2,0.5,0,0,0.0,1,5,6,3,0,0,0,2,9,9.9,2025-12-05,20251205_Branden_Carlson_OKC_DAL,20251205_DAL_OKC,,1
Brandon Ingram,TOR,CHA,L,28.633333333333333,3,13,0.231,1,1,1.0,0,0,0.0,1,8,9,2,0,0,4,5,7,-2.400000000000001,2025-12-05,20251205_Brandon_Ingram_TOR_CHA,20251205_CHA_TOR,,0
Brandon Miller,CHA,TOR,W,29.633333333333333,5,14,0.357,1,6,0.167,1,2,0.5,0,3,3,2,1,1,4,3,12,2.6000000000000014,2025-12-05,20251205_Brandon_Miller_CHA_TOR,20251205_CHA_TOR,,1
Brandon Williams,DAL,OKC,L,23.716666666666665,3,9,0.333,1,4,0.25,2,2,1.0,1,2,3,7,0,0,1,0,9,9.099999999999998,2025-12-05,20251205_Brandon_Williams_DAL_OKC,20251205_DAL_OKC,,0
Brice Sensabaugh,UTA,NYK,L,12.35,3,6,0.5,2,4,0.5,0,0,0.0,1,1,2,1,1,0,1,5,8,4.7,2025-12-05,20251205_Brice_Sensabaugh_UTA_NYK,20251205_NYK_UTA,,0
Bronny James,LAL,BOS,L,6.633333333333334,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,1,1,0,2,0,5,3.4000000000000004,2025-12-05,20251205_Bronny_James_LAL_BOS,20251205_BOS_LAL,,0
Brooks Barnhizer,OKC,DAL,W,7.733333333333333,2,4,0.5,0,1,0.0,1,1,1.0,0,1,1,2,1,0,0,0,5,5.699999999999999,2025-12-05,20251205_Brooks_Barnhizer_OKC_DAL,20251205_DAL_OKC,,1
Bruce Brown,DEN,ATL,W,32.28333333333333,4,4,1.0,2,2,1.0,3,4,0.75,0,3,3,0,3,1,2,3,13,12.8,2025-12-05,20251205_Bruce_Brown_DEN_ATL,20251205_ATL_DEN,,1
Cade Cunningham,DET,POR,W,36.37,7,15,0.467,2,4,0.5,13,14,0.929,3,1,4,9,3,1,1,3,29,31.1,2025-12-05,20251205_Cade_Cunningham_DET_POR,20251205_DET_POR,,1
Caleb Love,POR,DET,L,11.916666666666666,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,1,1,0,-2.5,2025-12-05,20251205_Caleb_Love_POR_DET,20251205_DET_POR,,0
Caleb Martin,DAL,OKC,L,11.545,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,3,0.9000000000000002,2025-12-05,20251205_Caleb_Martin_DAL_OKC,20251205_DAL_OKC,,0
Cam Christie,LAC,MEM,L,9.916666666666666,1,3,0.333,1,3,0.333,0,0,0.0,1,1,2,0,0,0,0,0,3,2.3,2025-12-05,20251205_Cam_Christie_LAC_MEM,20251205_LAC_MEM,,0
Cam Spencer,MEM,LAC,W,28.85,7,11,0.636,3,5,0.6,0,0,0.0,1,4,5,7,1,0,2,2,17,17.099999999999998,2025-12-05,20251205_Cam_Spencer_MEM_LAC,20251205_LAC_MEM,,1
Cameron Johnson,DEN,ATL,W,34.73,6,14,0.429,4,9,0.444,0,1,0.0,1,3,4,2,1,1,2,2,16,10.099999999999998,2025-12-05,20251205_Cameron_Johnson_DEN_ATL,20251205_ATL_DEN,,1
Caris LeVert,DET,POR,W,16.366666666666667,2,2,1.0,0,0,0.0,0,1,0.0,0,2,2,3,0,1,1,1,4,4.999999999999999,2025-12-05,20251205_Caris_LeVert_DET_POR,20251205_DET_POR,,1
Carter Bryant,SAS,CLE,L,9.066666666666666,1,4,0.25,0,1,0.0,0,0,0.0,2,1,3,0,0,0,0,2,2,0.5,2025-12-05,20251205_Carter_Bryant_SAS_CLE,20251205_CLE_SAS,,0
Cason Wallace,OKC,DAL,W,22.933333333333334,4,7,0.571,3,5,0.6,0,0,0.0,1,3,4,1,1,0,0,0,11,11.0,2025-12-05,20251205_Cason_Wallace_OKC_DAL,20251205_DAL_OKC,,1
Cedric Coward,MEM,LAC,W,28.48333333333333,10,18,0.556,1,6,0.167,2,2,1.0,1,13,14,5,1,0,1,0,23,22.5,2025-12-05,20251205_Cedric_Coward_MEM_LAC,20251205_LAC_MEM,,1
Chet Holmgren,OKC,DAL,W,23.33333333333333,6,11,0.545,1,4,0.25,2,2,1.0,2,6,8,1,0,1,0,1,15,13.899999999999997,2025-12-05,20251205_Chet_Holmgren_OKC_DAL,20251205_DAL_OKC,,1
Chris Livingston,CLE,SAS,W,2.433333333333333,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0.1999999999999999,2025-12-05,20251205_Chris_Livingston_CLE_SAS,20251205_CLE_SAS,,1
Chris Youngblood,OKC,DAL,W,8.655,1,2,0.5,0,1,0.0,1,1,1.0,0,4,4,0,0,0,0,4,3,1.6,2025-12-05,20251205_Chris_Youngblood_OKC_DAL,20251205_DAL_OKC,,1
Clint Capela,HOU,PHX,W,18.133333333333333,2,3,0.667,0,0,0.0,0,2,0.0,3,4,7,1,0,4,2,2,4,5.9,2025-12-05,20251205_Clint_Capela_HOU_PHX,20251205_HOU_PHX,,1
Coby White,CHI,IND,L,26.433333333333334,6,14,0.429,1,5,0.2,9,12,0.75,1,2,3,6,0,0,2,1,22,16.5,2025-12-05,20251205_Coby_White_CHI_IND,20251205_CHI_IND,,0
Cole Anthony,MIL,PHI,L,0.8383333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7,2025-12-05,20251205_Cole_Anthony_MIL_PHI,20251205_MIL_PHI,,0
Collin Gillespie,PHX,HOU,L,28.966666666666665,5,13,0.385,1,7,0.143,2,2,1.0,1,1,2,3,0,0,1,1,13,7.6,2025-12-05,20251205_Collin_Gillespie_PHX_HOU,20251205_HOU_PHX,,0
Collin Murray-Boyles,TOR,CHA,L,19.196666666666665,3,4,0.75,1,1,1.0,0,0,0.0,1,1,2,1,0,0,4,3,7,1.8999999999999997,2025-12-05,20251205_Collin_Murray-Boyles_TOR_CHA,20251205_CHA_TOR,,0
Cooper Flagg,DAL,OKC,L,29.48333333333333,5,11,0.455,0,3,0.0,6,6,1.0,1,1,2,2,0,0,4,1,16,8.3,2025-12-05,20251205_Cooper_Flagg_DAL_OKC,20251205_DAL_OKC,,0
Craig Porter Jr.,CLE,SAS,W,23.9,4,6,0.667,1,2,0.5,2,3,0.667,1,6,7,1,2,0,0,3,11,12.0,2025-12-05,20251205_Craig_Porter_Jr._CLE_SAS,20251205_CLE_SAS,,1
D'Angelo Russell,DAL,OKC,L,15.588333333333331,4,7,0.571,4,6,0.667,0,0,0.0,0,3,3,3,0,0,1,2,12,9.9,2025-12-05,20251205_D'Angelo_Russell_DAL_OKC,20251205_DAL_OKC,,0
Dalen Terry,CHI,IND,L,19.516666666666666,3,7,0.429,1,4,0.25,0,0,0.0,1,2,3,0,3,1,4,1,7,3.899999999999999,2025-12-05,20251205_Dalen_Terry_CHI_IND,20251205_CHI_IND,,0
Dalton Knecht,LAL,BOS,L,13.833333333333334,1,5,0.2,0,2,0.0,3,4,0.75,1,0,1,1,0,0,0,1,5,2.5000000000000004,2025-12-05,20251205_Dalton_Knecht_LAL_BOS,20251205_BOS_LAL,,0
Daniss Jenkins,DET,POR,W,14.371666666666666,1,4,0.25,0,1,0.0,2,2,1.0,0,1,1,3,1,0,0,1,4,4.6,2025-12-05,20251205_Daniss_Jenkins_DET_POR,20251205_DET_POR,,1
David Jones Garcia,SAS,CLE,L,9.916666666666666,3,5,0.6,2,3,0.667,1,1,1.0,0,0,0,4,1,0,0,2,9,9.7,2025-12-05,20251205_David_Jones_Garcia_SAS_CLE,20251205_CLE_SAS,,0
Davion Mitchell,MIA,ORL,L,27.53333333333333,5,8,0.625,0,0,0.0,0,0,0.0,0,2,2,7,0,0,0,5,10,9.9,2025-12-05,20251205_Davion_Mitchell_MIA_ORL,20251205_MIA_ORL,,0
De'Aaron Fox,SAS,CLE,L,32.78333333333333,9,19,0.474,2,7,0.286,5,6,0.833,0,5,5,9,1,0,4,2,25,18.9,2025-12-05,20251205_De'Aaron_Fox_SAS_CLE,20251205_CLE_SAS,,0
