Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Luguentz Dort,OKC,PHX,W,30,3,7,0.429,1,4,0.25,0,0,,0,2,2,0,3,1,1,4,7,5.0,2025-11-28
Luka Dončić,LAL,DAL,W,40,10,18,0.556,4,9,0.444,11,11,1.0,0,5,5,11,0,1,4,4,35,30.7,2025-11-28
Luke Kennard,ATL,CLE,W,16,1,3,0.333,1,3,0.333,0,0,,0,0,0,2,0,0,1,0,3,1.7,2025-11-28
Luke Kornet,SAS,DEN,W,28,4,7,0.571,0,0,,4,4,1.0,3,3,6,2,0,2,1,4,12,11.9,2025-11-28
Malaki Branham,WAS,IND,L,7,0,1,0.0,0,0,,0,0,,0,1,1,0,0,1,0,1,0,-0.1,2025-11-28
Malik Monk,SAC,UTA,L,21,2,7,0.286,1,4,0.25,0,0,,0,2,2,0,1,0,1,1,5,1.1,2025-11-28
Mark Williams,PHX,OKC,L,22,5,9,0.556,0,0,,3,3,1.0,4,10,14,0,0,0,4,3,13,9.3,2025-11-28
Matas Buzelis,CHI,CHA,L,30,3,8,0.375,0,5,0.0,2,4,0.5,0,2,2,3,1,0,2,3,8,3.3,2025-11-28
Max Christie,DAL,LAL,L,27,5,10,0.5,3,8,0.375,0,0,,1,0,1,1,0,0,1,1,13,8.0,2025-11-28
Maxi Kleber,LAL,DAL,W,4,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,1,0,1,3,0,-1.9,2025-11-28
Maxime Raynaud,SAC,UTA,L,22,7,11,0.636,1,2,0.5,4,5,0.8,1,3,4,0,0,1,0,3,19,14.8,2025-11-28
Mikal Bridges,NYK,MIL,W,35,6,12,0.5,2,5,0.4,0,0,,1,3,4,2,2,1,0,3,14,12.5,2025-11-28
Miles Bridges,CHA,CHI,W,36,8,17,0.471,1,5,0.2,5,6,0.833,1,7,8,7,0,2,2,2,22,19.2,2025-11-28
Miles McBride,NYK,MIL,W,33,5,8,0.625,5,7,0.714,4,4,1.0,1,1,2,1,0,0,0,3,19,15.9,2025-11-28
Mitchell Robinson,NYK,MIL,W,19,3,3,1.0,0,0,,0,2,0.0,3,4,7,1,2,0,2,2,6,7.5,2025-11-28
Mouhamed Gueye,ATL,CLE,W,24,5,7,0.714,0,2,0.0,2,2,1.0,0,3,3,2,1,2,0,2,12,13.0,2025-11-28
Moussa Diabaté,CHA,CHI,W,18,1,3,0.333,0,0,,2,2,1.0,3,5,8,2,2,0,1,2,4,7.5,2025-11-28
Myles Turner,MIL,NYK,L,30,3,10,0.3,2,7,0.286,2,2,1.0,2,1,3,1,1,2,0,5,10,7.0,2025-11-28
Nae'Qwan Tomlin,CLE,ATL,L,11,2,3,0.667,1,1,1.0,0,0,,0,1,1,0,0,1,0,2,5,3.9,2025-11-28
Naji Marshall,DAL,LAL,L,25,4,8,0.5,1,2,0.5,7,7,1.0,3,4,7,2,1,0,1,4,16,15.1,2025-11-28
Nic Claxton,BKN,PHI,L,38,4,10,0.4,0,2,0.0,4,6,0.667,2,4,6,1,1,1,5,2,12,5.0,2025-11-28
Nick Richards,PHX,OKC,L,4,1,1,1.0,0,0,,0,0,,0,1,1,1,0,0,0,0,2,2.7,2025-11-28
Nickeil Alexander-Walker,ATL,CLE,W,35,10,22,0.455,5,13,0.385,5,5,1.0,0,3,3,1,1,1,1,2,30,20.1,2025-11-28
Nicolas Batum,LAC,MEM,L,23,0,0,,0,0,,2,3,0.667,0,1,1,0,2,2,1,3,2,3.1,2025-11-28
Nigel Hayes-Davis,PHX,OKC,L,12,0,2,0.0,0,1,0.0,0,0,,1,1,2,0,0,1,0,1,0,-0.1,2025-11-28
Nikola Jokić,DEN,SAS,L,36,7,10,0.7,1,1,1.0,6,8,0.75,2,7,9,10,1,1,4,5,21,22.2,2025-11-28
Nikola Vučević,CHI,CHA,L,31,6,11,0.545,1,5,0.2,0,0,,4,10,14,3,1,0,2,3,13,13.4,2025-11-28
Nique Clifford,SAC,UTA,L,6,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,0.2,2025-11-28
Noah Clowney,BKN,PHI,L,35,4,14,0.286,2,9,0.222,6,7,0.857,2,5,7,3,1,2,3,4,16,10.2,2025-11-28
Onyeka Okongwu,ATL,CLE,W,34,8,14,0.571,2,5,0.4,0,1,0.0,0,7,7,4,2,2,2,5,18,15.3,2025-11-28
Oso Ighodaro,PHX,OKC,L,22,3,4,0.75,0,0,,0,1,0.0,1,5,6,4,1,1,0,4,6,9.1,2025-11-28
P.J. Washington,DAL,LAL,L,35,9,19,0.474,2,4,0.5,2,2,1.0,4,5,9,1,1,1,2,2,22,16.2,2025-11-28
Pascal Siakam,IND,WAS,W,26,11,20,0.55,1,4,0.25,1,2,0.5,1,10,11,1,2,1,0,1,24,20.7,2025-11-28
Patrick Williams,CHI,CHA,L,13,2,8,0.25,1,3,0.333,0,0,,3,2,5,0,0,0,1,0,5,1.9,2025-11-28
Paul George,PHI,BKN,W,21,6,10,0.6,2,5,0.4,0,0,,0,3,3,2,2,0,1,0,14,12.7,2025-11-28
Paul Reed,DET,ORL,L,6,0,0,,0,0,,1,2,0.5,0,1,1,0,0,1,0,0,1,1.6,2025-11-28
Peyton Watson,DEN,SAS,L,34,5,11,0.455,1,5,0.2,4,4,1.0,3,3,6,3,1,1,1,3,15,13.9,2025-11-28
Precious Achiuwa,SAC,UTA,L,19,1,6,0.167,0,0,,0,2,0.0,2,4,6,1,0,2,0,2,2,1.3,2025-11-28
Quentin Grimes,PHI,BKN,W,43,8,20,0.4,0,6,0.0,3,4,0.75,2,1,3,9,2,0,5,0,19,12.8,2025-11-28
RayJ Dennis,IND,WAS,W,6,0,2,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,0,0,0,-0.1,2025-11-28
Ronald Holland II,DET,ORL,L,9,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-0.7,2025-11-28
Royce O'Neale,PHX,OKC,L,29,4,10,0.4,3,8,0.375,0,0,,1,6,7,1,1,1,1,3,11,8.3,2025-11-28
Rui Hachimura,LAL,DAL,W,36,5,13,0.385,4,8,0.5,0,0,,2,2,4,0,1,0,2,1,14,7.5,2025-11-28
Russell Westbrook,SAC,UTA,L,33,6,16,0.375,2,5,0.4,2,3,0.667,4,8,12,14,4,0,3,4,16,21.2,2025-11-28
Ryan Kalkbrenner,CHA,CHI,W,30,2,2,1.0,0,0,,3,4,0.75,2,3,5,0,0,3,2,2,7,7.6,2025-11-28
Ryan Nembhard,DAL,LAL,L,23,7,11,0.636,3,5,0.6,0,0,,1,1,2,4,1,0,2,3,17,13.7,2025-11-28
Ryan Rollins,MIL,NYK,L,41,4,10,0.4,3,5,0.6,2,2,1.0,1,4,5,6,2,2,3,4,13,12.5,2025-11-28
Santi Aldama,MEM,LAC,W,22,4,7,0.571,2,2,1.0,3,4,0.75,1,6,7,5,0,0,0,1,13,14.9,2025-11-28
Shai Gilgeous-Alexander,OKC,PHX,W,36,10,20,0.5,3,5,0.6,14,17,0.824,0,3,3,8,1,0,1,2,37,31.5,2025-11-28
Sharife Cooper,WAS,IND,L,3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2025-11-28
Sion James,CHA,CHI,W,20,2,3,0.667,2,2,1.0,3,3,1.0,0,3,3,3,0,0,0,1,9,10.3,2025-11-28
Spencer Jones,DEN,SAS,L,23,4,9,0.444,1,5,0.2,0,2,0.0,0,1,1,3,1,1,1,1,9,6.2,2025-11-28
Svi Mykhailiuk,UTA,SAC,W,23,4,7,0.571,1,4,0.25,0,0,,2,1,3,2,0,0,1,1,9,7.4,2025-11-28
T.J. McConnell,IND,WAS,W,19,7,9,0.778,0,0,,0,0,,0,4,4,8,1,1,1,3,14,16.8,2025-11-28
Taelon Peter,IND,WAS,W,6,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,0,3,2.0,2025-11-28
Terance Mann,BKN,PHI,L,36,5,9,0.556,1,3,0.333,3,3,1.0,2,2,4,6,0,0,3,3,14,11.7,2025-11-28
Tim Hardaway Jr.,DEN,SAS,L,29,4,10,0.4,2,7,0.286,5,5,1.0,0,2,2,1,0,0,2,2,15,8.1,2025-11-28
Tobias Harris,DET,ORL,L,30,8,15,0.533,1,4,0.25,1,1,1.0,2,3,5,1,0,0,0,4,18,12.1,2025-11-28
Tony Bradley,IND,WAS,W,8,2,2,1.0,0,0,,1,2,0.5,1,0,1,1,0,0,0,1,5,5.0,2025-11-28
Tre Jones,CHI,CHA,L,27,6,9,0.667,0,1,0.0,4,4,1.0,0,1,1,4,5,1,2,1,16,18.5,2025-11-28
Tre Mann,CHA,CHI,W,14,2,5,0.4,1,4,0.25,0,0,,0,1,1,0,0,0,2,2,5,-0.2,2025-11-28
Tristan Vukcevic,WAS,IND,L,15,1,4,0.25,0,2,0.0,3,4,0.75,1,0,1,2,0,1,2,1,5,2.6,2025-11-28
Tristan da Silva,ORL,DET,W,21,3,5,0.6,0,2,0.0,2,2,1.0,0,3,3,0,1,0,2,2,8,4.8,2025-11-28
Tyler Kolek,NYK,MIL,W,10,2,5,0.4,1,3,0.333,0,0,,0,0,0,1,2,0,0,2,5,4.2,2025-11-28
Tyrese Martin,BKN,PHI,L,17,7,12,0.583,2,4,0.5,0,0,,2,0,2,2,1,0,0,1,16,13.8,2025-11-28
Tyrese Maxey,PHI,BKN,W,42,7,16,0.438,2,8,0.25,6,6,1.0,0,9,9,7,1,1,1,2,22,21.1,2025-11-28
Tyus Jones,ORL,DET,W,18,0,2,0.0,0,1,0.0,0,0,,0,1,1,3,1,0,0,1,0,1.6,2025-11-28
Vince Williams Jr.,MEM,LAC,W,23,7,17,0.412,2,7,0.286,0,0,,0,1,1,5,1,1,3,3,16,8.2,2025-11-28
Vít Krejčí,ATL,CLE,W,21,5,12,0.417,3,9,0.333,1,2,0.5,1,1,2,3,2,0,1,0,14,11.3,2025-11-28
Walter Clayton Jr.,UTA,SAC,W,9,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,1,0,1,1,0,-0.1,2025-11-28
Wendell Carter Jr.,ORL,DET,W,32,2,7,0.286,2,4,0.5,2,2,1.0,3,8,11,3,1,1,3,5,8,7.2,2025-11-28
Will Riley,WAS,IND,L,10,2,5,0.4,0,1,0.0,0,0,,2,2,4,0,0,0,0,0,4,3.3,2025-11-28
Zaccharie Risacher,ATL,CLE,W,27,5,6,0.833,2,3,0.667,2,2,1.0,0,3,3,1,0,0,2,1,14,11.0,2025-11-28
Zach Edey,MEM,LAC,W,32,2,4,0.5,0,0,,1,2,0.5,6,13,19,2,0,3,1,3,5,12.0,2025-11-28
Zach LaVine,SAC,UTA,L,39,12,23,0.522,4,9,0.444,6,9,0.667,0,2,2,6,0,0,2,5,34,22.3,2025-11-28
Zeke Nnaji,DEN,SAS,L,14,2,4,0.5,0,2,0.0,0,0,,3,1,4,0,0,0,2,2,4,1.6,2025-11-28
Ziaire Williams,BKN,PHI,L,30,4,10,0.4,2,6,0.333,0,0,,2,2,4,1,1,0,1,0,10,7.3,2025-11-28
AJ Green,MIL,BKN,W,23,5,7,0.714,5,7,0.714,0,0,,0,3,3,5,0,0,1,1,15,15.1,2025-11-29
Amir Coffey,MIL,BKN,W,4,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,2,1.0,2025-11-29
Andre Jackson Jr.,MIL,BKN,W,5,1,1,1.0,0,0,,0,0,,0,1,1,1,0,0,0,0,2,2.7,2025-11-29
Andrew Nembhard,IND,CHI,W,32,5,10,0.5,2,7,0.286,2,3,0.667,0,1,1,6,0,0,3,4,14,8.5,2025-11-29
Andrew Wiggins,MIA,DET,L,37,10,15,0.667,2,4,0.5,9,9,1.0,2,4,6,4,3,0,1,3,31,30.7,2025-11-29
Anfernee Simons,BOS,MIN,L,18,2,4,0.5,1,1,1.0,0,0,,0,1,1,1,0,0,1,1,5,2.6,2025-11-29
Anthony Edwards,MIN,BOS,W,37,12,24,0.5,5,11,0.455,10,11,0.909,1,1,2,5,0,1,0,3,39,30.6,2025-11-29
Ausar Thompson,DET,MIA,W,30,5,9,0.556,0,0,,0,0,,3,5,8,3,1,0,3,5,10,7.4,2025-11-29
Ayo Dosunmu,CHI,IND,L,35,6,13,0.462,3,6,0.5,0,1,0.0,0,4,4,4,0,0,1,3,15,9.7,2025-11-29
Bam Adebayo,MIA,DET,L,33,5,9,0.556,1,2,0.5,4,6,0.667,2,8,10,1,2,1,3,1,15,13.7,2025-11-29
Baylor Scheierman,BOS,MIN,L,14,1,4,0.25,1,4,0.25,0,0,,0,0,0,2,1,0,1,2,3,1.2,2025-11-29
Ben Saraf,BKN,MIL,L,29,4,8,0.5,2,4,0.5,0,0,,0,0,0,7,0,1,3,0,10,8.6,2025-11-29
Ben Sheppard,IND,CHI,W,22,2,4,0.5,2,4,0.5,0,0,,0,2,2,0,0,0,1,2,6,2.8,2025-11-29
Bennedict Mathurin,IND,CHI,W,38,8,19,0.421,3,10,0.3,0,0,,0,6,6,3,2,0,5,2,19,9.0,2025-11-29
Bobby Portis,MIL,BKN,W,21,5,10,0.5,3,5,0.6,0,0,,1,5,6,0,0,0,2,2,13,7.4,2025-11-29
Brandin Podziemski,GSW,NOP,W,33,5,13,0.385,3,9,0.333,2,2,1.0,0,5,5,6,1,0,0,3,15,13.4,2025-11-29
Brandon Ingram,TOR,CHA,L,40,10,26,0.385,1,5,0.2,1,2,0.5,1,5,6,4,0,0,3,2,22,8.6,2025-11-29
Brandon Miller,CHA,TOR,W,25,1,13,0.077,0,6,0.0,5,5,1.0,1,1,2,3,0,2,1,2,7,1.0,2025-11-29
Brandon Williams,DAL,LAC,W,26,5,14,0.357,0,5,0.0,4,5,0.8,0,1,1,7,3,1,1,1,14,13.3,2025-11-29
Bruce Brown,DEN,PHX,W,27,2,6,0.333,0,1,0.0,0,0,,1,1,2,10,1,1,1,3,4,8.1,2025-11-29
Bryce McGowens,NOP,GSW,L,26,2,6,0.333,1,3,0.333,0,0,,1,3,4,1,2,0,1,4,5,3.3,2025-11-29
Buddy Hield,GSW,NOP,W,17,3,9,0.333,2,7,0.286,0,0,,1,3,4,0,1,0,1,2,8,3.7,2025-11-29
Cade Cunningham,DET,MIA,W,38,14,25,0.56,1,5,0.2,0,1,0.0,1,3,4,8,2,1,8,5,29,16.6,2025-11-29
Caleb Martin,DAL,LAC,W,21,0,5,0.0,0,2,0.0,0,0,,1,6,7,2,3,0,1,1,0,2.0,2025-11-29
Cameron Johnson,DEN,PHX,W,35,5,9,0.556,3,6,0.5,2,2,1.0,0,4,4,4,0,1,3,2,15,11.6,2025-11-29
Chris Paul,LAC,DAL,L,11,0,3,0.0,0,0,,0,0,,0,2,2,3,1,0,0,2,0,0.8,2025-11-29
Cole Anthony,MIL,BKN,W,5,1,2,0.5,0,0,,0,0,,0,0,0,1,1,0,0,1,2,2.3,2025-11-29
Collin Gillespie,PHX,DEN,L,29,4,11,0.364,4,8,0.5,0,0,,0,0,0,2,1,1,1,0,12,8.0,2025-11-29
Collin Murray-Boyles,TOR,CHA,L,13,0,1,0.0,0,0,,1,2,0.5,3,1,4,2,2,0,1,2,1,3.9,2025-11-29
Collin Sexton,CHA,TOR,W,33,6,11,0.545,2,5,0.4,4,4,1.0,0,1,1,5,3,1,3,0,18,17.2,2025-11-29
Cooper Flagg,DAL,LAC,W,38,13,22,0.591,0,3,0.0,9,11,0.818,1,7,8,2,0,0,3,3,35,24.0,2025-11-29
Curtis Jones,DEN,PHX,W,1,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,2025-11-29
Daniss Jenkins,DET,MIA,W,15,2,4,0.5,0,0,,5,6,0.833,0,1,1,4,2,0,1,2,9,9.9,2025-11-29
Danny Wolf,BKN,MIL,L,30,8,16,0.5,5,9,0.556,1,1,1.0,1,3,4,4,0,1,2,2,22,16.3,2025-11-29
Davion Mitchell,MIA,DET,L,32,2,8,0.25,0,2,0.0,3,4,0.75,1,0,1,10,3,0,0,3,7,11.3,2025-11-29
Day'Ron Sharpe,BKN,MIL,L,23,2,6,0.333,1,2,0.5,2,6,0.333,1,6,7,2,0,1,1,1,7,5.2,2025-11-29
Derik Queen,NOP,GSW,L,16,1,3,0.333,0,0,,0,0,,0,3,3,0,0,0,2,2,2,-1.6,2025-11-29
Derrick White,BOS,MIN,L,39,6,16,0.375,2,8,0.25,2,3,0.667,0,1,1,5,0,2,1,1,16,10.6,2025-11-29
Devin Booker,PHX,DEN,L,35,5,11,0.455,0,4,0.0,14,15,0.933,1,3,4,7,1,0,1,3,24,23.2,2025-11-29
Dillon Brooks,PHX,DEN,L,28,10,18,0.556,2,6,0.333,5,6,0.833,1,2,3,2,1,0,2,5,27,17.7,2025-11-29
Donte DiVincenzo,MIN,BOS,W,34,5,9,0.556,4,7,0.571,1,2,0.5,0,3,3,8,1,0,1,2,15,16.0,2025-11-29
Drake Powell,BKN,MIL,L,21,0,1,0.0,0,1,0.0,3,3,1.0,0,2,2,1,0,1,1,1,3,2.9,2025-11-29
Draymond Green,GSW,NOP,W,31,0,9,0.0,0,7,0.0,2,2,1.0,1,8,9,4,1,0,1,4,2,0.0,2025-11-29
Dru Smith,MIA,DET,L,16,3,5,0.6,1,2,0.5,2,3,0.667,2,3,5,4,1,0,1,3,9,10.2,2025-11-29
Duncan Robinson,DET,MIA,W,32,7,14,0.5,3,9,0.333,1,1,1.0,0,5,5,5,1,1,1,2,18,15.9,2025-11-29
Dwight Powell,DAL,LAC,W,34,3,4,0.75,0,0,,3,4,0.75,1,4,5,3,6,1,1,5,9,14.7,2025-11-29
E.J. Liddell,BKN,MIL,L,5,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,2025-11-29
Emanuel Miller,CHI,IND,L,7,2,3,0.667,1,1,1.0,1,2,0.5,0,1,1,0,1,0,0,1,6,5.2,2025-11-29
Garrison Mathews,IND,CHI,W,8,0,3,0.0,0,3,0.0,0,0,,0,0,0,1,0,0,0,1,0,-1.8,2025-11-29
Gary Harris,MIL,BKN,W,12,0,4,0.0,0,1,0.0,0,0,,1,4,5,4,2,0,0,0,0,3.9,2025-11-29
Gary Payton II,GSW,NOP,W,25,9,14,0.643,1,2,0.5,0,0,,4,7,11,3,0,0,1,4,19,17.2,2025-11-29
Gary Trent Jr.,MIL,BKN,W,25,2,9,0.222,1,8,0.125,0,0,,1,1,2,1,0,0,1,0,5,0.2,2025-11-29
Giannis Antetokounmpo,MIL,BKN,W,19,12,15,0.8,1,2,0.5,4,8,0.5,3,5,8,2,2,0,2,2,29,25.9,2025-11-29
Gradey Dick,TOR,CHA,L,18,2,6,0.333,1,4,0.25,0,0,,1,1,2,1,0,0,1,3,5,1.1,2025-11-29
Grayson Allen,PHX,DEN,L,26,4,11,0.364,2,7,0.286,0,0,,1,0,1,3,2,0,0,3,10,7.5,2025-11-29
Hunter Tyson,DEN,PHX,W,1,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,2025-11-29
Immanuel Quickley,TOR,CHA,L,37,9,20,0.45,3,8,0.375,1,1,1.0,1,2,3,10,0,0,3,2,22,16.1,2025-11-29
Isaiah Jackson,IND,CHI,W,23,5,5,1.0,0,0,,4,4,1.0,4,7,11,1,1,2,1,4,14,17.9,2025-11-29
Isaiah Stewart,DET,MIA,W,29,4,7,0.571,0,1,0.0,1,3,0.333,2,6,8,1,0,1,1,5,9,6.5,2025-11-29
Ivica Zubac,LAC,DAL,L,38,8,12,0.667,0,0,,3,3,1.0,2,9,11,4,1,1,2,5,19,18.4,2025-11-29
Ja'Kobe Walter,TOR,CHA,L,27,1,3,0.333,1,2,0.5,2,2,1.0,2,5,7,0,0,0,1,5,5,3.2,2025-11-29
Jaden Hardy,DAL,LAC,W,3,0,2,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,2025-11-29
Jaden Ivey,DET,MIA,W,14,2,5,0.4,1,2,0.5,4,4,1.0,0,2,2,1,0,0,1,1,9,6.2,2025-11-29
Jaden McDaniels,MIN,BOS,W,26,3,8,0.375,2,4,0.5,0,0,,2,2,4,3,1,1,2,6,8,5.0,2025-11-29
Jakob Poeltl,TOR,CHA,L,33,4,6,0.667,0,0,,0,0,,5,6,11,9,2,1,3,4,8,15.1,2025-11-29
Jalen Pickett,DEN,PHX,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-11-29
Jalen Wilson,BKN,MIL,L,16,4,8,0.5,1,4,0.25,4,5,0.8,0,3,3,2,1,0,0,1,13,11.5,2025-11-29
Jamal Murray,DEN,PHX,W,37,8,18,0.444,5,10,0.5,3,3,1.0,0,3,3,4,1,0,5,2,24,13.5,2025-11-29
Jamal Shead,TOR,CHA,L,23,1,6,0.167,1,5,0.2,0,0,,0,3,3,2,0,0,0,2,3,0.7,2025-11-29
Jamaree Bouyea,PHX,DEN,L,15,1,4,0.25,0,1,0.0,1,2,0.5,1,1,2,3,1,1,0,1,3,4.6,2025-11-29
James Harden,LAC,DAL,L,37,5,17,0.294,2,6,0.333,17,19,0.895,0,8,8,11,0,1,7,1,29,21.7,2025-11-29
Jarace Walker,IND,CHI,W,20,1,4,0.25,1,3,0.333,1,2,0.5,0,2,2,1,0,1,1,0,4,2.2,2025-11-29
Javonte Green,DET,MIA,W,8,2,2,1.0,1,1,1.0,0,0,,0,1,1,0,1,0,0,1,5,5.3,2025-11-29
Jay Huff,IND,CHI,W,25,5,9,0.556,4,8,0.5,0,0,,1,7,8,2,0,4,0,0,14,16.7,2025-11-29
Jaylen Brown,BOS,MIN,L,39,17,32,0.531,5,11,0.455,2,4,0.5,2,4,6,7,5,1,4,3,41,32.6,2025-11-29
Jaylen Clark,MIN,BOS,W,12,0,3,0.0,0,3,0.0,0,0,,0,1,1,0,0,0,0,0,0,-1.8,2025-11-29
Jeremiah Fears,NOP,GSW,L,36,5,17,0.294,3,9,0.333,3,6,0.5,1,5,6,2,2,0,2,3,16,7.3,2025-11-29
Jeremiah Robinson-Earl,IND,CHI,W,11,0,2,0.0,0,2,0.0,0,0,,1,1,2,0,0,0,0,2,0,-1.2,2025-11-29
Jericho Sims,MIL,BKN,W,23,1,1,1.0,0,0,,0,0,,3,5,8,2,0,0,2,3,2,3.5,2025-11-29
Jevon Carter,CHI,IND,L,11,1,2,0.5,1,2,0.5,0,0,,0,1,1,2,1,0,1,2,3,2.9,2025-11-29
Jimmy Butler III,GSW,NOP,W,37,7,15,0.467,0,2,0.0,10,14,0.714,5,3,8,10,0,0,2,0,24,24.1,2025-11-29
John Collins,LAC,DAL,L,36,9,10,0.9,1,2,0.5,2,2,1.0,0,4,4,1,0,3,1,2,21,19.8,2025-11-29
Jonas Valančiūnas,DEN,PHX,W,15,4,6,0.667,0,0,,1,1,1.0,1,2,3,3,0,1,1,3,9,8.3,2025-11-29
Jonathan Kuminga,GSW,NOP,W,19,4,8,0.5,2,5,0.4,0,0,,1,0,1,2,0,0,2,2,10,5.3,2025-11-29
Jordan Goodwin,PHX,DEN,L,15,3,7,0.429,2,3,0.667,0,0,,1,1,2,1,1,0,0,0,8,7.0,2025-11-29
Jordan Walsh,BOS,MIN,L,20,0,2,0.0,0,2,0.0,0,0,,1,1,2,0,1,0,0,4,0,-1.0,2025-11-29
Jose Alvarado,NOP,GSW,L,31,1,10,0.1,1,7,0.143,4,4,1.0,1,2,3,4,0,1,2,5,7,1.2,2025-11-29
Josh Giddey,CHI,IND,L,34,7,13,0.538,2,5,0.4,1,4,0.25,1,10,11,7,0,0,3,1,17,14.7,2025-11-29
Josh Minott,BOS,MIN,L,16,2,3,0.667,1,1,1.0,0,0,,2,2,4,0,1,0,1,1,5,5.3,2025-11-29
Julius Randle,MIN,BOS,W,32,6,13,0.462,3,8,0.375,1,2,0.5,0,9,9,6,0,0,4,0,16,11.8,2025-11-29
Kawhi Leonard,LAC,DAL,L,29,10,20,0.5,3,4,0.75,7,7,1.0,0,8,8,3,0,0,2,3,30,21.3,2025-11-29
Kel'el Ware,MIA,DET,L,22,6,9,0.667,0,1,0.0,0,0,,3,4,7,0,1,1,2,2,12,10.3,2025-11-29
Kevin Huerter,CHI,IND,L,32,6,14,0.429,3,8,0.375,0,0,,0,3,3,1,1,0,2,4,15,6.6,2025-11-29
Kevin Porter Jr.,MIL,BKN,W,25,4,10,0.4,3,5,0.6,2,2,1.0,2,2,4,6,1,1,1,1,13,14.1,2025-11-29
Kevon Looney,NOP,GSW,L,10,2,3,0.667,0,0,,0,0,,2,3,5,1,1,0,0,0,4,6.7,2025-11-29
Khaman Maluach,PHX,DEN,L,4,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,2025-11-29
Klay Thompson,DAL,LAC,W,26,8,13,0.615,6,10,0.6,1,2,0.5,0,3,3,1,0,0,0,2,23,17.5,2025-11-29
Kobe Brown,LAC,DAL,L,19,2,5,0.4,1,4,0.25,0,0,,1,3,4,0,0,1,2,1,5,2.2,2025-11-29
Kobe Sanders,LAC,DAL,L,9,0,2,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,1,1,0,-1.5,2025-11-29
Koby Brea,PHX,DEN,L,4,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,0,0,0,0.3,2025-11-29
Kon Knueppel,CHA,TOR,W,37,5,10,0.5,4,7,0.571,6,6,1.0,0,6,6,4,2,0,2,3,20,18.4,2025-11-29
Kris Dunn,LAC,DAL,L,33,3,7,0.429,0,4,0.0,0,0,,0,3,3,2,2,0,1,2,6,4.8,2025-11-29
Kyle Kuzma,MIL,BKN,W,22,3,5,0.6,1,1,1.0,4,4,1.0,0,1,1,3,3,0,1,2,11,12.3,2025-11-29
LaMelo Ball,CHA,TOR,W,22,6,16,0.375,1,6,0.167,1,1,1.0,0,2,2,5,0,0,2,4,14,5.7,2025-11-29
Lachlan Olbrich,CHI,IND,L,11,1,3,0.333,0,1,0.0,0,0,,0,3,3,0,0,0,1,2,2,-0.6,2025-11-29
Liam McNeeley,CHA,TOR,W,13,3,4,0.75,1,2,0.5,0,0,,1,2,3,0,1,0,1,0,7,6.7,2025-11-29
Luka Garza,BOS,MIN,L,5,1,1,1.0,1,1,1.0,0,0,,0,0,0,1,0,0,0,1,3,3.0,2025-11-29
Matas Buzelis,CHI,IND,L,34,3,9,0.333,2,5,0.4,0,2,0.0,4,7,11,2,1,3,3,0,8,8.5,2025-11-29
Max Christie,DAL,LAC,W,20,1,9,0.111,1,8,0.125,0,0,,0,2,2,1,0,0,0,0,3,-1.6,2025-11-29
Micah Peavy,NOP,GSW,L,32,2,8,0.25,0,2,0.0,3,4,0.75,4,1,5,1,1,0,0,1,7,6.2,2025-11-29
Mike Conley,MIN,BOS,W,17,2,2,1.0,2,2,1.0,0,0,,0,2,2,2,0,0,0,1,6,7.0,2025-11-29
Miles Bridges,CHA,TOR,W,41,13,23,0.565,2,8,0.25,7,9,0.778,1,2,3,0,1,0,0,3,35,24.4,2025-11-29
Moses Moody,GSW,NOP,W,27,4,12,0.333,2,7,0.286,1,1,1.0,1,2,3,0,2,2,1,1,11,7.5,2025-11-29
Moussa Cisse,DAL,LAC,W,14,1,2,0.5,0,0,,2,2,1.0,0,2,2,0,0,0,0,1,4,3.2,2025-11-29
Moussa Diabaté,CHA,TOR,W,30,3,5,0.6,0,0,,1,2,0.5,4,5,9,2,1,0,0,4,7,9.4,2025-11-29
Myles Turner,MIL,BKN,W,22,4,7,0.571,1,4,0.25,1,1,1.0,0,3,3,2,0,1,0,2,10,8.9,2025-11-29
